Blue_UniqueChamps,Red_UniqueChamps,Blue_AvgChampId,Red_AvgChampId,UniqueChamps_Diff,AvgChampId_Diff,Region_Code,BlueWin
5,5,354.2,197.6,0,156.6,0,0
5,5,306.2,116.8,0,189.39999999999998,0,0
5,5,225.4,272.4,0,-46.99999999999997,0,1
5,5,205.4,395.4,0,-189.99999999999997,0,0
5,5,170.8,117.4,0,53.400000000000006,0,0
5,5,156.4,211.8,0,-55.400000000000006,0,0
5,5,158.4,163.0,0,-4.599999999999994,0,1
5,5,61.0,303.8,0,-242.8,0,1
5,5,91.8,163.4,0,-71.60000000000001,0,1
5,5,302.8,382.0,0,-79.19999999999999,0,1
5,5,129.8,74.4,0,55.400000000000006,0,0
5,5,103.6,289.8,0,-186.20000000000002,0,0
5,5,401.4,140.0,0,261.4,0,1
5,5,252.4,396.2,0,-143.79999999999998,0,0
5,5,102.6,261.0,0,-158.4,0,0
5,5,133.6,112.0,0,21.599999999999994,0,1
5,5,270.4,71.4,0,198.99999999999997,0,0
5,5,455.6,116.8,0,338.8,0,1
5,5,188.6,170.8,0,17.799999999999983,0,0
5,5,154.4,138.0,0,16.400000000000006,0,0
5,5,79.6,122.4,0,-42.80000000000001,0,1
5,5,343.8,294.0,0,49.80000000000001,0,1
5,5,264.8,251.0,0,13.800000000000011,0,1
5,5,173.4,118.4,0,55.0,0,0
5,5,417.8,162.6,0,255.20000000000002,0,0
5,5,310.8,135.4,0,175.4,0,1
5,5,285.0,237.0,0,48.0,0,0
5,5,82.8,269.0,0,-186.2,0,0
5,5,131.6,281.4,0,-149.79999999999998,0,1
5,5,232.4,76.4,0,156.0,0,0
5,5,80.2,415.0,0,-334.8,0,1
5,5,119.0,144.4,0,-25.400000000000006,0,0
5,5,330.0,64.4,0,265.6,0,1
5,5,317.0,139.2,0,177.8,0,1
5,5,50.8,513.0,0,-462.2,0,1
5,5,64.0,248.6,0,-184.6,0,1
5,5,106.6,415.8,0,-309.20000000000005,0,0
5,5,301.0,473.8,0,-172.8,0,0
